PROJECT.CODE;SPEC_ID;SPEC.COND_ID;SPEC.ORD;SPEC.TAX;SPEC.TAXPRIO;SPEC.GR1;SPEC.GR2;SPEC.GEN;SPEC.SP;SPEC.CLAS;SEX;DEVL;N;UNIT;ABOND;ABONDUNIT;SOCIAB;DET;REC;AUCT;SRC;COLL;CONF;REFBIB;VALIDATION;SPEC.USERA1;SPEC.USERA2;SPEC.USERA3;SPEC.USERA4;SPEC.USERA5;SPEC.USERA6;SPEC.USERA7;SPEC.USERN1;SPEC.USERN2;SPEC.USERN3;SPEC.USERN4;SPEC.USERN5;SPEC.USERN6;SPEC.USERN7;Data_Source;Data_Status;Date_Encodage;Date_Modification;SPEC_ID_ORIG;spec_lati;spec_long;spec_memo;last_Validator;date_validation;COND.COND_ID;COND.STAT_ID;COND.ORD;DAT1;DAT2;CAPT;CAPN;CPI;MICR;COND.TAX;COND.TAXPRIO;COND.GR1;COND.GR2;COND.GEN;COND.SP;COND.CLAS;ECHA;APPA;COND.USERA1;COND.USERA2;COND.USERA3;COND.USERA4;COND.USERA5;COND.USERA6;COND.USERA7;COND.USERN1;COND.USERN2;COND.USERN3;COND.USERN4;COND.USERN5;COND.USERN6;COND.USERN7;cond_memo;date_embargo;STAT.STAT_ID;REF_GEOG;STAT.ORD;COORD_CONV;PROJECT_ID;STAT.CODE;CADA;SGIB;TOPO;LOCA;FIPS;DESI;ORIG;DATUM;UTM;LATI;LONG;UGRI;X;Y;PREC;CODEGEO;ALTI;HAB1;HAB2;EXPO;REF;STAT.USERA1;STAT.USERA2;STAT.USERA3;STAT.USERA4;STAT.USERA5;STAT.USERA6;STAT.USERA7;STAT.USERN1;STAT.USERN2;STAT.USERN3;STAT.USERN4;STAT.USERN5;STAT.USERN6;STAT.USERN7;stat_memo
DEFAUT;11;5;;Nomada distinguenda;Nomada distinguenda;HYMENOPTERA;APIDAE;Nomada;distinguenda;;M;;2;;;;;T.Wood;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;13-03-21;;;;;;;5;21;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;FALSE;1;ALM21;;;Terril du Ferrand;Dour;BE03;;deg +50.3978 +3.74139;WGS84;31UER5278783333;50.39780045;3.74138999;;;;;;67;;;;;;;;;;;;;;;;;;;"
présence d'un regroupement de nids de colletes hederae"
DEFAUT;12;6;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;01-05-21;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;13;6;;Halictus scabiosae;Halictus scabiosae;HYMENOPTERA;HALICTIDAE;Halictus;scabiosae;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;14;6;;Nomada bifasciata;Nomada bifasciata;HYMENOPTERA;APIDAE;Nomada;bifasciata;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;15;6;;Megachile versicolor;Megachile versicolor;HYMENOPTERA;MEGACHILIDAE;Megachile;versicolor;;F;;2;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;16;6;;Hoplitis adunca;Hoplitis adunca;HYMENOPTERA;MEGACHILIDAE;Hoplitis;adunca;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;17;6;;Lasioglossum leucozonium;Lasioglossum leucozonium;HYMENOPTERA;HALICTIDAE;Lasioglossum;leucozonium;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;18;6;;Lasioglossum pauxillum;Lasioglossum pauxillum;HYMENOPTERA;HALICTIDAE;Lasioglossum;pauxillum;;F;;4;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;19;6;;Ceratina cyanea;Ceratina cyanea;HYMENOPTERA;APIDAE;Ceratina;cyanea;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;20;6;;Bombus pratorum;Bombus pratorum;HYMENOPTERA;APIDAE;Bombus;pratorum;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;21;6;;Osmia niveata;Osmia niveata;HYMENOPTERA;MEGACHILIDAE;Osmia;niveata;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;22;6;;Sphecodes puncticeps;Sphecodes puncticeps;HYMENOPTERA;HALICTIDAE;Sphecodes;puncticeps;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;23;6;;Halictus maculatus;Halictus maculatus;HYMENOPTERA;HALICTIDAE;Halictus;maculatus;;F;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;24;6;;Osmia spinulosa;Osmia spinulosa;HYMENOPTERA;MEGACHILIDAE;Hoplosmia;spinulosa;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;25;6;;Andrena fulvago;Andrena fulvago;HYMENOPTERA;ANDRENIDAE;Andrena;fulvago;;M;;1;;;;;T.Woods;T.Wood;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;6;22;;;20200528;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;FALSE;1;ALM22;;;Terril Belle vue du huit;Dour;BE03;;deg +50.39364 +3.75522;WGS84;31UER5377582881;50.39363861;3.755219936;;;;;;66;;;;;;;;;;;;;;;;;;;
DEFAUT;27;9;;Anthophora bimaculata;Anthophora bimaculata;HYMENOPTERA;APIDAE;Anthophora;bimaculata;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;08-12-20;;;;;;;9;3;;;20200521;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;FALSE;1;ALM03;;;Terril du sept-huit stat 3;Boussu;BE03;;deg +50.42506 +3.82194;WGS84;31UER5847886425;50.42506027;3.821939945;;;;;;64;;;;;;;;;;;;;;;;;;;"Site semi ouvert avec un grand nombre de ligneux, bonne exposition au soleil
strat arborée: Betula pendula, Robinia pseudoacacia 
strat arbustive :  Rosa canina, Crataegus monogyna, Quercus robur, Acer pseudoplatanus, Genista scoparia
strat herbacée :"
DEFAUT;28;10;;Hylaeus cornutus;Hylaeus cornutus;HYMENOPTERA;COLLETIDAE;Hylaeus;cornutus;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;08-12-20;;;;;;;10;4;;;20200521;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;FALSE;1;ALM04;;;Terril du dix-huit;Boussu;BE03;;deg +50.41747 +3.82664;WGS84;31UER5882285584;50.41746902;3.826639891;;;;;;71;;;;;;;;;;;;;;;;;;;"sur le terril peu d'élévation : Pelouse ouverte et bien exposé au soleil avec énormément de buddleja davidii + sentier semi ouvert  avec une exposition moyenne au soleil

observation 01.IX.2020 : partie semi ouvert avec plus d'apoïde que dans le milieu "
DEFAUT;29;10;;Hoplitis leucomelana;Hoplitis leucomelana;HYMENOPTERA;MEGACHILIDAE;Hoplitis;leucomelana;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;08-12-20;;;;;;;10;4;;;20200521;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;FALSE;1;ALM04;;;Terril du dix-huit;Boussu;BE03;;deg +50.41747 +3.82664;WGS84;31UER5882285584;50.41746902;3.826639891;;;;;;71;;;;;;;;;;;;;;;;;;;"sur le terril peu d'élévation : Pelouse ouverte et bien exposé au soleil avec énormément de buddleja davidii + sentier semi ouvert  avec une exposition moyenne au soleil

observation 01.IX.2020 : partie semi ouvert avec plus d'apoïde que dans le milieu "
DEFAUT;34;11;;Lasioglossum calceatum;Lasioglossum calceatum;HYMENOPTERA;HALICTIDAE;Lasioglossum;calceatum;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;35;11;;Lasioglossum villosulum;Lasioglossum villosulum;HYMENOPTERA;HALICTIDAE;Lasioglossum;villosulum;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;36;11;;Lasioglossum pauxillum;Lasioglossum pauxillum;HYMENOPTERA;HALICTIDAE;Lasioglossum;pauxillum;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;37;11;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;M;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;01-05-21;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;38;11;;Bombus lapidarius;Bombus lapidarius;HYMENOPTERA;APIDAE;Bombus;lapidarius;;M;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;39;11;;Hylaeus dilatatus;Hylaeus dilatatus;HYMENOPTERA;COLLETIDAE;Hylaeus;dilatatus;;F;;2;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
DEFAUT;30;11;;Osmia aurulenta;Osmia aurulenta;HYMENOPTERA;MEGACHILIDAE;Osmia;aurulenta;;F;;1;;;;;T.Wood;A.Lefebvre;T.Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-11-20;07-12-20;;;;;;;11;9;;;20200729;Filet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;FALSE;1;ALM09;;;Terril Bayemont-Saint-Charles;Charleroi;BE03;;deg;WGS84;;50.4197436;4.405409674;;;;;;;;;;;;;;;;;;;;;;;;;"sur terril, milieu ouvert, en pente 

Climat ; 
    mai: 21°c 13h50 vent moyen, nuageux, sec
    02.VII.20 17°c 10h24 : nuageux, vent moyen, sol humide
    29.VII.20 : 10h17 17°c soleil, vent faible
Relevé ; 
     arborée : Betula pendula, R.pseudo"
