PROJECT.CODE;SPEC_ID;SPEC.COND_ID;SPEC.ORD;SPEC.TAX;SPEC.TAXPRIO;SPEC.GR1;SPEC.GR2;SPEC.GEN;SPEC.SP;SPEC.CLAS;SEX;DEVL;N;UNIT;ABOND;ABONDUNIT;SOCIAB;DET;REC;AUCT;SRC;COLL;CONF;REFBIB;VALIDATION;SPEC.USERA1;SPEC.USERA2;SPEC.USERA3;SPEC.USERA4;SPEC.USERA5;SPEC.USERA6;SPEC.USERA7;SPEC.USERN1;SPEC.USERN2;SPEC.USERN3;SPEC.USERN4;SPEC.USERN5;SPEC.USERN6;SPEC.USERN7;Data_Source;Data_Status;Date_Encodage;Date_Modification;SPEC_ID_ORIG;spec_lati;spec_long;spec_memo;last_Validator;date_validation;COND.COND_ID;COND.STAT_ID;COND.ORD;DAT1;DAT2;CAPT;CAPN;CPI;MICR;COND.TAX;COND.TAXPRIO;COND.GR1;COND.GR2;COND.GEN;COND.SP;COND.CLAS;ECHA;APPA;COND.USERA1;COND.USERA2;COND.USERA3;COND.USERA4;COND.USERA5;COND.USERA6;COND.USERA7;COND.USERN1;COND.USERN2;COND.USERN3;COND.USERN4;COND.USERN5;COND.USERN6;COND.USERN7;cond_memo;date_embargo;STAT.STAT_ID;REF_GEOG;STAT.ORD;COORD_CONV;PROJECT_ID;STAT.CODE;CADA;SGIB;TOPO;LOCA;FIPS;DESI;ORIG;DATUM;UTM;LATI;LONG;UGRI;X;Y;PREC;CODEGEO;ALTI;HAB1;HAB2;EXPO;REF;STAT.USERA1;STAT.USERA2;STAT.USERA3;STAT.USERA4;STAT.USERA5;STAT.USERA6;STAT.USERA7;STAT.USERN1;STAT.USERN2;STAT.USERN3;STAT.USERN4;STAT.USERN5;STAT.USERN6;STAT.USERN7;stat_memo
Mémoire;535;282;;Megachile ligniseca;Megachile ligniseca;HYMENOPTERA;MEGACHILIDAE;Megachile;ligniseca;;F;;1;;;;;M. Folschweiller;W. Fiordaliso;M. Folschweiller;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-09-19;27-09-19;;;;;;;282;1;;;20190811;Filet;;;Fleur;Cirsium vulgare;Cirsium vulgare;DICOTYLEDONE;COMPOSITAE;Cirsium;vulgare;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;1030;520;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;M;;2;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;23-01-20;23-01-20;;;;;;;520;1;;;20190914;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;766;370;;Bombus hortorum;Bombus hortorum;HYMENOPTERA;APIDAE;Bombus;hortorum;;M;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;30-11-19;30-11-19;;;;;;;370;1;;;20190714;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;1171;370;;Bombus lucorum;Bombus lucorum;HYMENOPTERA;APIDAE;Bombus;lucorum;;M;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;25-01-20;25-01-20;;;;;;;370;1;;;20190714;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;765;368;;Bombus hortorum;Bombus hortorum;HYMENOPTERA;APIDAE;Bombus;hortorum;;M;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;30-11-19;30-11-19;;;;;;;368;1;;;20190811;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;763;368;;Bombus hortorum;Bombus hortorum;HYMENOPTERA;APIDAE;Bombus;hortorum;;W;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;30-11-19;30-11-19;;;;;;;368;1;;;20190811;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;902;368;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;W;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;22-01-20;22-01-20;;;;;;;368;1;;;20190811;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;931;368;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;M;;2;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;22-01-20;22-01-20;;;;;;;368;1;;;20190811;Filet;;;Fleur;Calystegia sepium;Calystegia sepium;DICOTYLEDONE;CONVOLVULACEAE;Calystegia;sepium;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;578;311;;Lasioglossum morio;Lasioglossum morio;HYMENOPTERA;HALICTIDAE;Lasioglossum;morio;;M;;1;;;;;T. Wood;W. Fiordaliso;T. Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;27-09-19;27-09-19;;;;;;;311;1;;;20190811;Filet;;;Fleur;Geranium robertianum;Geranium robertianum;DICOTYLEDONE;GERANIACEAE;Geranium;robertianum;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;655;340;;Lasioglossum parvulum;Lasioglossum parvulum;HYMENOPTERA;HALICTIDAE;Lasioglossum;parvulum;;F;;1;;;;;T. Wood;W. Fiordaliso;T. Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;06-10-19;06-10-19;;;;;;;340;1;;;20190914;Filet;;;Fleur;Mentha aquatica;Mentha aquatica;DICOTYLEDONE;LABIATAE;Mentha;aquatica;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;657;340;;Lasioglossum morio;Lasioglossum morio;HYMENOPTERA;HALICTIDAE;Lasioglossum;morio;;M;;1;;;;;T. Wood;W. Fiordaliso;T. Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;06-10-19;06-10-19;;;;;;;340;1;;;20190914;Filet;;;Fleur;Mentha aquatica;Mentha aquatica;DICOTYLEDONE;LABIATAE;Mentha;aquatica;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;1050;528;;Anthophora furcata;Anthophora furcata;HYMENOPTERA;APIDAE;Anthophora;furcata;;F;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;23-01-20;23-01-20;;;;;;;528;1;;;20190714;Filet;;;Fleur;Stachys sylvatica;Stachys sylvatica;DICOTYLEDONE;LABIATAE;Stachys;sylvatica;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;370;216;;Andrena bicolor;Andrena bicolor;HYMENOPTERA;ANDRENIDAE;Andrena;bicolor;;F;;1;;;;;T. Wood;W. Fiordaliso;T. Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;07-09-19;07-09-19;;;;;;;216;1;;;20190616;Filet;;;Au vol;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;977;216;;Terrestribombus  sp.;Bombus (Bombus)  sp.;HYMENOPTERA;APIDAE;Bombus;(Bombus);;W;;1;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;23-01-20;23-01-20;;;;;;;216;1;;;20190616;Filet;;;Au vol;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;134;82;;Bombus pascuorum floralis;Bombus pascuorum floralis;HYMENOPTERA;APIDAE;Bombus;pascuorum;;W;;2;;;;;P. Rasmont;W. Fiordaliso;P. Rasmont;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;20-08-19;20-08-19;;;;;;;82;1;;;20190512;Filet;;;Fleur;Symphytum officinale;Symphytum officinale;DICOTYLEDONE;BORAGINACEAE;Symphytum;officinale;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
Mémoire;351;203;;Andrena angustior;Andrena angustior;HYMENOPTERA;ANDRENIDAE;Andrena;angustior;;F;;1;;;;;T. Wood;W. Fiordaliso;T. Wood;2;;2;;;;;;;;;;;;;;;;;BDFGM_Mons;0;07-09-19;07-09-19;;;;;;;203;1;;;20190512;Filet;;;Fleur;Euphorbia amygdaloides;Euphorbia amygdaloides;DICOTYLEDONE;EUPHORBIACEAE;Euphorbia;amygdaloides;;;;;;;;;;;;;;;;;;;;1;;;FALSE;1;WFM1;;;Beaulieu;Mons;BE03;;deg +50.44989 +4.05995;WGS84;31UER7534589399;50.44989014;4.059949875;;;;;;70;;;;;;;;;;;;;;;;;;;"La rue de Beaulieu traverse le bois du Rapois en contournant le terril de Beaulieu. Ses abords sont marécageux et l'on peut y observer des iris jaunes ainsi que des gaillets des marais. La zone a en outre  été classée Natura2000. 
La zone de collecte cor"
